1000.000000000000   300.0000000000000  0.1380670611439842E+02		
  100.000000000000  300.1082659517387  0.1380670611439842E+02  	0.00	 0.33320993138823  
  300.000000000000  300.4274580167124  0.1380670611439842E+02  	0.00	 0.99667994624956  
  500.000000000000  300.8094767949005  0.1380670611439842E+02  	0.00	 1.65140412924629  
  700.000000000000  301.2327200166956  0.1380670611439842E+02  	0.00	 2.29188996535099  
  900.000000000000  301.6876991622698  0.1380670611439842E+02  	0.00	 2.91312612451591  
 1100.000000000000  302.1688661689539  0.1380670611439843E+02  	0.00	 3.51072645978908  
 1300.000000000000  302.6725207659467  0.1323446752589120E+02  	0.00	 4.08103255234325  
 1500.000000000000  303.1959941217816  0.1213331398352444E+02  	0.00	 4.62117157260010  
 1700.000000000000  303.7372577378550  0.1112352528793566E+02  	0.00	 5.12907058460809  
 1900.000000000000  304.2947105514446  0.1019624288062198E+02  	0.00	 5.60343204518635  
 2100.000000000000  304.8670523376801  0.9343826320261831E+01  	0.00	 6.04367777117164  
 2300.000000000000  305.4532033526255  0.8559607701446417E+01  	0.00	 6.44986994575852  
 2500.000000000000  306.0522506934113  0.7837712258107853E+01  	0.00	 6.82261790238170  
 2700.000000000000  306.6634110274370  0.7172923086198089E+01  	0.00	 7.16297870199024  
 2900.000000000000  307.2860038332593  0.6560576546035837E+01  	0.00	 7.47235821283974  
 3100.000000000000  307.9194316574029  0.5996479730495020E+01  	0.00	 7.75241781317287  
 3300.000000000000  308.5631652075962  0.5476844245422563E+01  	0.00	 8.00499021760630  
 3500.000000000000  309.2167318727638  0.4998232326128763E+01  	0.00	 8.23200645585883  
 3700.000000000000  309.8797067290165  0.4557512462820844E+01  	0.00	 8.43543481096432  
 3900.000000000000  310.5517053866070  0.4151822475783011E+01  	0.00	 8.61723159313306  
 4100.000000000000  311.2323782250188  0.3778538509133023E+01  	0.00	 8.77930297854016  
 4300.000000000000  311.9214056916115  0.3435248784057181E+01  	0.00	 8.92347674461541  
 4500.000000000000  312.6184944268409  0.3119731220250668E+01  	0.00	 9.05148253644866  
 4700.000000000000  313.3233740401553  0.2829934230715803E+01  	0.00	 9.16493925164836  
 4900.000000000000  314.0357944040491  0.2563960141525817E+01  	0.00	 9.26534818655941  
 5100.000000000000  314.7555233650964  0.2320050798981954E+01  	0.00	 9.35409070603099  
 5300.000000000000  315.4823447937640  0.2096575011557189E+01  	0.00	 9.43242935159728  
 5500.000000000000  316.2160569118853  0.1892017539944721E+01  	0.00	 9.50151146705772  
 5700.000000000000  316.9564708495421  0.1704969400236201E+01  	0.00	 9.56237458127739  
 5900.000000000000  317.7034093928934  0.1534119286214341E+01  	0.00	 9.61595293654381  
 6100.000000000000  318.4567058920322  0.1378245949486711E+01  	0.00	 9.66308468224038  
 6300.000000000000  319.2162033038150  0.1236211402584295E+01  	0.00	 9.70451936613454  
 6500.000000000000  319.9817533492038  0.1106954831596521E+01  	0.00	 9.74092544938608  
 6700.000000000000  320.7532157683026  0.9894871224716175E+00  	0.00	 9.77289764778441  
 6900.000000000000  321.5304576591673  0.8828859195837238E+00  	0.00	 9.80096396266191  
 7100.000000000000  322.3133528888048  0.7862911471767025E+00  	0.00	 9.82559231257480  
 7300.000000000000  323.1017815666558  0.6989009343213841E+00  	0.00	 9.84719671335360  
 7500.000000000000  323.8956295723980  0.6199678924455030E+00  	0.00	 9.86614298151430  
 7700.000000000000  324.6947881311571  0.5487957016104505E+00  	0.00	 9.88275395607323  
 7900.000000000000  325.4991534302556  0.4847359677521300E+00  	0.00	 9.89731424806203  
 8100.000000000000  326.3086262724840  0.4271853182621735E+00  	0.00	 9.91007453678118  
 8300.000000000000  327.1231117615936  0.3755827077111835E+00  	0.00	 9.92125543812062  
 8500.000000000000  327.9425190163104  0.3294069093287248E+00  	0.00	 9.93105097396873  
 8700.000000000000  328.7667609096706  0.2881741711535674E+00  	0.00	 9.93963167350583  
 8900.000000000000  329.5957538309036  0.2514360186318478E+00  	0.00	 9.94714733756947  
 9100.000000000000  330.4294174674464  0.2187771879351974E+00  	0.00	 9.95372949669759  
 9300.000000000000  331.2676746049816  0.1898136764488827E+00  	0.00	 9.95949359221900  
 9500.000000000000  332.1104509436524  0.1641908987850743E+00  	0.00	 9.96454090810416  
 9700.000000000000  332.9576749288303  0.1415819383446470E+00  	0.00	 9.96896027939145  
 9900.000000000000  333.8092775950079  0.1216858859122510E+00  	0.00	 9.97282960099142  
10100.000000000000  334.6651924215510  0.1042262580486218E+00  	0.00	 9.97621715863673  
10300.000000000000  335.5253551991947  0.8894948916206007E-01  	0.00	 9.97918280175251  
10500.000000000000  336.3897039062855  0.7562349211526126E-01  	0.00	 9.98177897611199  
10700.000000000000  337.2581785938891  0.6403628306922635E-01  	0.00	 9.98405163234343  
10900.000000000000  338.1307212789717  0.5399466699553368E-01  	0.00	 9.98604102468098  
11100.000000000000  339.0072758449512  0.4532298091320741E-01  	0.00	 9.98778241281131  
11300.000000000000  339.8877879489845  0.3786189243638766E-01  	0.00	 9.98930667826036  
11500.000000000000  340.7722049354241  0.3146725166293129E-01  	0.00	 9.99064086548734  
11700.000000000000  341.6604757549330  0.2600899479985791E-01  	0.00	 9.99180865670028  
11900.000000000000  342.5525508887961  0.2137009821650819E-01  	0.00	 9.99283078837166  
12100.000000000000  344.5755066775428  0.1965965379412459E-01  	0.00	 9.99372541650528  
12300.000000000000  347.7482636638081  0.2034044026930610E-01  	0.00	 9.99450843687797  
12500.000000000000  350.9502345283056  0.2104518201218745E-01  	0.00	 9.99519376574362  
12700.000000000000  354.1816882644328  0.2177473875081187E-01  	0.00	 9.99579358583262  
12900.000000000000  357.4428963424050  0.2253000182191931E-01  	0.00	 9.99631856190073  
13100.000000000000  360.7341327320610  0.2331189536777696E-01  	0.00	 9.99677802956832  
13300.000000000000  364.0556739258785  0.2412137757997955E-01  	0.00	 9.99718016073819  
13500.000000000000  367.4077989622024  0.2495944199215327E-01  	0.00	 9.99753210848028  
13700.000000000000  370.7907894486868  0.2582711882357022E-01  	0.00	 9.99784013391937  
13900.000000000000  374.2049295859516  0.2672547637577240E-01  	0.00	 9.99810971735167  
14100.000000000000  377.6505061914580  0.2765562248439188E-01  	0.00	 9.99834565554297  
14300.000000000000  381.1278087236047  0.2861870602845851E-01  	0.00	 9.99855214692116  
14500.000000000000  384.6371293060435  0.2961591849957342E-01  	0.00	 9.99873286616500  
14700.000000000000  388.1787627522211  0.3064849563344154E-01  	0.00	 9.99889102950555  
14900.000000000000  391.7530065901455  0.3171771910636571E-01  	0.00	 9.99902945189404  
15100.000000000000  395.3601610873816  0.3282491829941264E-01  	0.00	 9.99915059704755  
15300.000000000000  399.0005292762755  0.3397147213309152E-01  	0.00	 9.99925662125794  
15500.000000000000  402.6744169794126  0.3515881097550348E-01  	0.00	 9.99934941174049  
15700.000000000000  406.3821328353084  0.3638841862706036E-01  	0.00	 9.99943062020160  
15900.000000000000  410.1239883243381  0.3766183438500677E-01  	0.00	 9.99950169222121  
16100.000000000000  413.9002977949028  0.3898065519112116E-01  	0.00	 9.99956389297099  
16300.000000000000  417.7113784898372  0.4034653786612985E-01  	0.00	 9.99961832972510  
16500.000000000000  421.5575505730619  0.4176120143453469E-01  	0.00	 9.99966597156304  
16700.000000000000  425.4391371564784  0.4322642954369853E-01  	0.00	 9.99970766661472  
16900.000000000000  429.3564643271151  0.4474407298124741E-01  	0.00	 9.99974415715414  
17100.000000000000  433.3098611745202  0.4631605229499400E-01  	0.00	 9.99977609280990  
17300.000000000000  437.2996598184081  0.4794436051980782E-01  	0.00	 9.99980404212743  
17500.000000000000  441.3261954365612  0.4963106601606163E-01  	0.00	 9.99982850268853  
